create table compositetest (id int, name char(10), value float, category char(5));
insert into compositetest values (20407, 'GZcGd', 881.06, 'cat7');
insert into compositetest values (20408, 'JWUmn', 311.27, 'cat8');
insert into compositetest values (20409, 'fyHHu', 782.37, 'cat9');
insert into compositetest values (20410, 'vSqRi', 425.43, 'cat0');
insert into compositetest values (20411, 'oHtPb', 377.67, 'cat1');
insert into compositetest values (20412, 'pNLII', 555.1, 'cat2');
insert into compositetest values (20413, 'QmdeJ', 420.93, 'cat3');
insert into compositetest values (20414, 'wRYvi', 74.22, 'cat4');
insert into compositetest values (20415, 'ZHocC', 859.77, 'cat5');
insert into compositetest values (20416, 'osAUY', 76.48, 'cat6');
insert into compositetest values (20417, 'EQBAM', 730.07, 'cat7');
insert into compositetest values (20418, 'TIBMT', 607.48, 'cat8');
insert into compositetest values (20419, 'UtRSW', 47.42, 'cat9');
insert into compositetest values (20420, 'tUiYs', 584.55, 'cat0');
insert into compositetest values (20421, 'ArkQv', 585.54, 'cat1');
insert into compositetest values (20422, 'vwgdl', 287.4, 'cat2');
insert into compositetest values (20423, 'eEQUa', 704.06, 'cat3');
insert into compositetest values (20424, 'EawHo', 175.41, 'cat4');
insert into compositetest values (20425, 'NDuVl', 363.21, 'cat5');
insert into compositetest values (20426, 'hmDBj', 841.4, 'cat6');
insert into compositetest values (20427, 'WPhBu', 712.32, 'cat7');
insert into compositetest values (20428, 'Wdhdx', 775.86, 'cat8');
insert into compositetest values (20429, 'huAoY', 635.21, 'cat9');
insert into compositetest values (20430, 'OTJxq', 455.63, 'cat0');
insert into compositetest values (20431, 'lQGef', 592.11, 'cat1');
insert into compositetest values (20432, 'UaTfO', 160.6, 'cat2');
insert into compositetest values (20433, 'Lkpgs', 488.9, 'cat3');
insert into compositetest values (20434, 'RUNVB', 131.31, 'cat4');
insert into compositetest values (20435, 'BAnHA', 235.41, 'cat5');
insert into compositetest values (20436, 'lOStp', 173.62, 'cat6');
insert into compositetest values (20437, 'nCvyb', 724.86, 'cat7');
insert into compositetest values (20438, 'RoqIW', 986.16, 'cat8');
insert into compositetest values (20439, 'irxsm', 624.65, 'cat9');
insert into compositetest values (20440, 'vyXrC', 300.78, 'cat0');
insert into compositetest values (20441, 'VuVMN', 255.78, 'cat1');
insert into compositetest values (20442, 'KGBgX', 52.16, 'cat2');
insert into compositetest values (20443, 'yDjzT', 257.61, 'cat3');
insert into compositetest values (20444, 'oIRec', 57.84, 'cat4');
insert into compositetest values (20445, 'TWGiI', 94.22, 'cat5');
insert into compositetest values (20446, 'MyMAq', 639.49, 'cat6');
insert into compositetest values (20447, 'wBCEN', 740.81, 'cat7');
insert into compositetest values (20448, 'qUSsR', 566.87, 'cat8');
insert into compositetest values (20449, 'dGjNA', 961.11, 'cat9');
insert into compositetest values (20450, 'QjGZC', 206.26, 'cat0');
insert into compositetest values (20451, 'rzKyE', 523.31, 'cat1');
insert into compositetest values (20452, 'PRFBl', 836.62, 'cat2');
insert into compositetest values (20453, 'PrVGo', 393.1, 'cat3');
insert into compositetest values (20454, 'TnPoG', 286.37, 'cat4');
insert into compositetest values (20455, 'zMgaM', 809.51, 'cat5');
insert into compositetest values (20456, 'KyqdZ', 762.61, 'cat6');
insert into compositetest values (20457, 'xLmtD', 800.74, 'cat7');
insert into compositetest values (20458, 'Bztrh', 307.17, 'cat8');
insert into compositetest values (20459, 'PzqOz', 404.85, 'cat9');
insert into compositetest values (20460, 'QVfQt', 20.74, 'cat0');
insert into compositetest values (20461, 'zIBkj', 652.91, 'cat1');
insert into compositetest values (20462, 'nLFST', 996.52, 'cat2');
insert into compositetest values (20463, 'ohyXy', 236.86, 'cat3');
insert into compositetest values (20464, 'DDLvT', 718.99, 'cat4');
insert into compositetest values (20465, 'KhLup', 166.56, 'cat5');
insert into compositetest values (20466, 'Nqzkr', 224.22, 'cat6');
insert into compositetest values (20467, 'pOvjV', 939.05, 'cat7');
insert into compositetest values (20468, 'ApTWv', 3.96, 'cat8');
insert into compositetest values (20469, 'qtbvg', 133.43, 'cat9');
insert into compositetest values (20470, 'VchQS', 274.04, 'cat0');
insert into compositetest values (20471, 'ftsbI', 130.86, 'cat1');
insert into compositetest values (20472, 'oXpVK', 142.09, 'cat2');
insert into compositetest values (20473, 'mQAwo', 644.58, 'cat3');
insert into compositetest values (20474, 'bfCna', 617.12, 'cat4');
insert into compositetest values (20475, 'eSdTR', 807.92, 'cat5');
insert into compositetest values (20476, 'YGehF', 829.51, 'cat6');
insert into compositetest values (20477, 'JeSOK', 728.01, 'cat7');
insert into compositetest values (20478, 'eFcVJ', 474.16, 'cat8');
insert into compositetest values (20479, 'dVqLB', 719.11, 'cat9');
insert into compositetest values (20480, 'jZFHa', 921.53, 'cat0');
insert into compositetest values (20481, 'cbROY', 688.83, 'cat1');
insert into compositetest values (20482, 'NxBCt', 647.96, 'cat2');
insert into compositetest values (20483, 'acSQJ', 503.63, 'cat3');
insert into compositetest values (20484, 'BRnVW', 253.69, 'cat4');
insert into compositetest values (20485, 'AlKqu', 72.98, 'cat5');
insert into compositetest values (20486, 'Jdmbn', 548.17, 'cat6');
insert into compositetest values (20487, 'fDNXI', 854.45, 'cat7');
insert into compositetest values (20488, 'uiKfi', 744.24, 'cat8');
insert into compositetest values (20489, 'Fttzs', 898.01, 'cat9');
insert into compositetest values (20490, 'LHsAh', 105.34, 'cat0');
insert into compositetest values (20491, 'YFWib', 816.93, 'cat1');
insert into compositetest values (20492, 'QvxIz', 887.14, 'cat2');
insert into compositetest values (20493, 'VjbeJ', 704.16, 'cat3');
insert into compositetest values (20494, 'TZjbl', 831.46, 'cat4');
insert into compositetest values (20495, 'oIdoL', 857.6, 'cat5');
insert into compositetest values (20496, 'QdgxJ', 935.67, 'cat6');
insert into compositetest values (20497, 'tUsBR', 339.08, 'cat7');
insert into compositetest values (20498, 'lIoxT', 413.62, 'cat8');
insert into compositetest values (20499, 'mfdmo', 466.06, 'cat9');
insert into compositetest values (20500, 'fzumK', 385.44, 'cat0');
insert into compositetest values (20501, 'ZKXQQ', 620.0, 'cat1');
insert into compositetest values (20502, 'SbppY', 71.96, 'cat2');
insert into compositetest values (20503, 'faxCJ', 503.04, 'cat3');
insert into compositetest values (20504, 'YvYBI', 8.02, 'cat4');
insert into compositetest values (20505, 'uARJZ', 363.07, 'cat5');
insert into compositetest values (20506, 'jBucz', 654.55, 'cat6');
insert into compositetest values (20507, 'UpgPF', 682.31, 'cat7');
insert into compositetest values (20508, 'aslvj', 108.69, 'cat8');
insert into compositetest values (20509, 'kfJOM', 584.46, 'cat9');
insert into compositetest values (20510, 'fPrvD', 975.75, 'cat0');
insert into compositetest values (20511, 'Hbiqm', 882.57, 'cat1');
insert into compositetest values (20512, 'CuUYz', 349.92, 'cat2');
insert into compositetest values (20513, 'nVidK', 756.78, 'cat3');
insert into compositetest values (20514, 'VZnro', 987.11, 'cat4');
insert into compositetest values (20515, 'gFQTR', 559.38, 'cat5');
insert into compositetest values (20516, 'kujbz', 209.62, 'cat6');
insert into compositetest values (20517, 'JSPkx', 518.93, 'cat7');
insert into compositetest values (20518, 'MtdfO', 246.63, 'cat8');
insert into compositetest values (20519, 'INCRa', 108.46, 'cat9');
insert into compositetest values (20520, 'cSOKj', 8.4, 'cat0');
insert into compositetest values (20521, 'lmAnN', 338.61, 'cat1');
insert into compositetest values (20522, 'mCWFO', 967.06, 'cat2');
insert into compositetest values (20523, 'SMkAx', 704.06, 'cat3');
insert into compositetest values (20524, 'ryIJQ', 810.84, 'cat4');
insert into compositetest values (20525, 'Gbsph', 490.18, 'cat5');
insert into compositetest values (20526, 'qCAyr', 927.77, 'cat6');
insert into compositetest values (20527, 'JeKDq', 664.73, 'cat7');
insert into compositetest values (20528, 'rZihE', 231.38, 'cat8');
insert into compositetest values (20529, 'zRDIR', 588.76, 'cat9');
insert into compositetest values (20530, 'IyDGN', 373.12, 'cat0');
insert into compositetest values (20531, 'YuCrr', 233.54, 'cat1');
insert into compositetest values (20532, 'MNpkL', 911.08, 'cat2');
insert into compositetest values (20533, 'dmUCR', 188.45, 'cat3');
insert into compositetest values (20534, 'PoFFy', 702.24, 'cat4');
insert into compositetest values (20535, 'mRmhQ', 26.07, 'cat5');
insert into compositetest values (20536, 'ZZZaL', 897.32, 'cat6');
insert into compositetest values (20537, 'zfPXF', 934.29, 'cat7');
insert into compositetest values (20538, 'nWiFW', 742.03, 'cat8');
insert into compositetest values (20539, 'yDACy', 409.0, 'cat9');
insert into compositetest values (20540, 'xvlTY', 811.41, 'cat0');
insert into compositetest values (20541, 'uwBii', 336.48, 'cat1');
insert into compositetest values (20542, 'rsVYP', 737.21, 'cat2');
insert into compositetest values (20543, 'ReNER', 499.66, 'cat3');
insert into compositetest values (20544, 'nMLUH', 284.0, 'cat4');
insert into compositetest values (20545, 'ABGoL', 56.23, 'cat5');
insert into compositetest values (20546, 'fAsTj', 677.5, 'cat6');
insert into compositetest values (20547, 'Eifnu', 947.64, 'cat7');
insert into compositetest values (20548, 'eYJEL', 925.05, 'cat8');
insert into compositetest values (20549, 'kYnZf', 881.18, 'cat9');
insert into compositetest values (20550, 'hYozZ', 298.13, 'cat0');
insert into compositetest values (20551, 'dzlZw', 82.61, 'cat1');
insert into compositetest values (20552, 'lVswQ', 489.45, 'cat2');
insert into compositetest values (20553, 'tVKQH', 460.93, 'cat3');
insert into compositetest values (20554, 'Zwlig', 796.51, 'cat4');
insert into compositetest values (20555, 'BVrDz', 266.12, 'cat5');
insert into compositetest values (20556, 'nefKt', 999.36, 'cat6');
insert into compositetest values (20557, 'OYAJs', 470.73, 'cat7');
insert into compositetest values (20558, 'KhKyD', 570.38, 'cat8');
insert into compositetest values (20559, 'yQwIs', 98.81, 'cat9');
insert into compositetest values (20560, 'LFpLc', 793.27, 'cat0');
insert into compositetest values (20561, 'HmLKL', 222.42, 'cat1');
insert into compositetest values (20562, 'hBfzF', 445.76, 'cat2');
insert into compositetest values (20563, 'IOosZ', 596.14, 'cat3');
insert into compositetest values (20564, 'FtSFr', 551.26, 'cat4');
insert into compositetest values (20565, 'sHQvk', 761.45, 'cat5');
insert into compositetest values (20566, 'YBOoy', 669.78, 'cat6');
insert into compositetest values (20567, 'DohFp', 915.49, 'cat7');
insert into compositetest values (20568, 'EUJlz', 724.82, 'cat8');
insert into compositetest values (20569, 'xJFSv', 53.54, 'cat9');
insert into compositetest values (20570, 'fwxll', 203.94, 'cat0');
insert into compositetest values (20571, 'gFvfU', 631.32, 'cat1');
insert into compositetest values (20572, 'XNBIR', 708.81, 'cat2');
insert into compositetest values (20573, 'GdCah', 200.46, 'cat3');
insert into compositetest values (20574, 'gNwlQ', 785.56, 'cat4');
insert into compositetest values (20575, 'kEdxZ', 760.01, 'cat5');
insert into compositetest values (20576, 'BXqNU', 699.37, 'cat6');
insert into compositetest values (20577, 'emSDA', 945.51, 'cat7');
insert into compositetest values (20578, 'RQpke', 153.51, 'cat8');
insert into compositetest values (20579, 'NSWFh', 218.83, 'cat9');
insert into compositetest values (20580, 'ZfRSN', 520.44, 'cat0');
insert into compositetest values (20581, 'jSZfu', 772.64, 'cat1');
insert into compositetest values (20582, 'jqIyJ', 408.22, 'cat2');
insert into compositetest values (20583, 'SyOee', 542.39, 'cat3');
insert into compositetest values (20584, 'rMLRt', 613.31, 'cat4');
insert into compositetest values (20585, 'Quhxx', 78.45, 'cat5');
insert into compositetest values (20586, 'hTiQy', 301.5, 'cat6');
insert into compositetest values (20587, 'hPiaO', 355.0, 'cat7');
insert into compositetest values (20588, 'QzJuZ', 565.96, 'cat8');
insert into compositetest values (20589, 'vwPPG', 126.93, 'cat9');
insert into compositetest values (20590, 'dcLvX', 401.18, 'cat0');
insert into compositetest values (20591, 'BMnUr', 354.7, 'cat1');
insert into compositetest values (20592, 'LRiRJ', 923.25, 'cat2');
insert into compositetest values (20593, 'nsWkC', 848.22, 'cat3');
insert into compositetest values (20594, 'GpDNN', 363.49, 'cat4');
insert into compositetest values (20595, 'qBMwP', 876.31, 'cat5');
insert into compositetest values (20596, 'wreoW', 906.24, 'cat6');
insert into compositetest values (20597, 'KezkA', 266.72, 'cat7');
insert into compositetest values (20598, 'VjUmf', 809.97, 'cat8');
insert into compositetest values (20599, 'KkPJM', 773.15, 'cat9');
insert into compositetest values (20600, 'PXstb', 913.5, 'cat0');
insert into compositetest values (20601, 'lvdvi', 559.13, 'cat1');
insert into compositetest values (20602, 'qaGZx', 239.53, 'cat2');
insert into compositetest values (20603, 'xbFUs', 825.11, 'cat3');
insert into compositetest values (20604, 'kjzrw', 918.83, 'cat4');
insert into compositetest values (20605, 'ckjNv', 33.92, 'cat5');
insert into compositetest values (20606, 'awyEg', 802.23, 'cat6');
insert into compositetest values (20607, 'RZqny', 218.23, 'cat7');
insert into compositetest values (20608, 'bTTPI', 162.38, 'cat8');
insert into compositetest values (20609, 'IqKvH', 827.45, 'cat9');
insert into compositetest values (20610, 'LXIqc', 328.7, 'cat0');
insert into compositetest values (20611, 'ZjeSo', 530.46, 'cat1');
insert into compositetest values (20612, 'WSUEw', 18.58, 'cat2');
insert into compositetest values (20613, 'AmHvd', 577.15, 'cat3');
insert into compositetest values (20614, 'wOQNL', 638.09, 'cat4');
insert into compositetest values (20615, 'kzQeC', 998.2, 'cat5');
insert into compositetest values (20616, 'fBCqa', 821.24, 'cat6');
insert into compositetest values (20617, 'GdjbH', 219.9, 'cat7');
insert into compositetest values (20618, 'wmevS', 287.61, 'cat8');
insert into compositetest values (20619, 'FPWQp', 700.55, 'cat9');
insert into compositetest values (20620, 'JIUzS', 675.7, 'cat0');
insert into compositetest values (20621, 'vYlhJ', 49.03, 'cat1');
insert into compositetest values (20622, 'VBuDA', 78.5, 'cat2');
insert into compositetest values (20623, 'VdyDc', 223.7, 'cat3');
insert into compositetest values (20624, 'qagjB', 269.2, 'cat4');
insert into compositetest values (20625, 'prSLA', 746.48, 'cat5');
insert into compositetest values (20626, 'wRuwa', 652.96, 'cat6');
insert into compositetest values (20627, 'AJSyM', 713.58, 'cat7');
insert into compositetest values (20628, 'sxWpQ', 302.59, 'cat8');
insert into compositetest values (20629, 'dReph', 467.4, 'cat9');
insert into compositetest values (20630, 'mqONh', 618.3, 'cat0');
insert into compositetest values (20631, 'ZmQxN', 952.84, 'cat1');
insert into compositetest values (20632, 'rxeDd', 395.33, 'cat2');
insert into compositetest values (20633, 'LNgoD', 380.5, 'cat3');
insert into compositetest values (20634, 'giROq', 944.66, 'cat4');
insert into compositetest values (20635, 'YUQNg', 791.71, 'cat5');
insert into compositetest values (20636, 'fAnEo', 410.38, 'cat6');
insert into compositetest values (20637, 'GMwsn', 698.8, 'cat7');
insert into compositetest values (20638, 'NpNFj', 882.7, 'cat8');
insert into compositetest values (20639, 'dNhKz', 244.58, 'cat9');
insert into compositetest values (20640, 'FzXOv', 459.17, 'cat0');
insert into compositetest values (20641, 'Cpaar', 570.62, 'cat1');
